Text,Label,Label_Cat,Label_Politics
"EU fraud clampdown urged
 
 EU member states are failing to report fraud and irregularities in EU funds on a consistent basis, the UK's public spending watchdog has said.
 
 The National Audit Office said although the latest figures showed reported fraud was falling, the EU still had no common definition of fraud. It also expressed concern that, for the 10th year, the European Court of Auditors had qualified the EU accounts. The NAO urged the government to push for improvements in reporting fraud. It said member states needed to be more accountable on how money was spent. The report said: ""Member states still do not report fraud and other irregularities to the European Anti-Fraud Office on a consistent basis.
 
 ""As the court has now qualified its opinion on the Community accounts for a decade, it is essential for all the authorities involved to contribute to the strengthening of the audit of EU revenue and expenditure and improving accountability for the financial management and use of EU resources."" It said there were 922 cases of reported fraud or irregularities in EU funds in the UK in 2003, worth Â£38.5m (52m euros), up from 831 cases worth Â£35.7m in 2002. At the same time, reported fraud throughout the EU dropped from 10,276 cases worth Â£808m to 8,177 cases worth Â£644m. Edward Leigh, chairman of the Commons public accounts committee, said Britain had to set an example when it assumed the EU presidency.
 
 ""Any fraud in other member states is potentially fraud against the UK taxpayer, given that we are the second largest net contributor to the Community,"" he said. ""Departments responsible for administering EU funds need to make sure that they're doing everything possible to weed out improper spending. ""The government must take the opportunity afforded by the UK presidency of the EU to press the Commission and other member states to take an equally robust stance against fraud and irregularity, and raise overall standards of financial management."" A spokesman for the European Anti-Fraud Office said the organisation agreed with the NAO's assessment of fraud reporting. ""The quality of reporting does differ from member state to member state, and there is room for improvement,"" spokesman Jorg Wojahn said. He added that there is generally good co-operation with member states and the anti-fraud office on specific cases of fraud, with the statistics studied by NAO providing a ""good overview for planning strategic ways of detecting fraud"".
",0,Politics,1
"UK's 'useless' quangos under fire
 
 The UK has 529 quangos financed with billions of pounds of taxpayers' cash - many of which are useless or duplicate each other's efforts, a report claims.
 
 Essential Guide to British Quangos 2005 author Dan Lewis said at least 111 of the appointed bodies had been set up since Labour won power in 1997. He urged a limit on the number of quangos that could be set up by any individual government department. Tories and Lib Dems welcomed the report and called for a ""slimming down"".
 
 Conservative deregulation spokesman John Redwood said: ""The research endorses our policy of destroying unwanted and unnecessary quangos, and slimming down the rest.
 
 ""A Conservative government will axe 162 quangos, as part of its drive for more efficient and more accountable government."" Lib Dem spokesman Ed Davey meanwhile said instead of the ""bonfire of quangos"" New Labour had promised, there had been an ""explosion"" of them. ""For over two decades, under both Tory and Labour governments, these unaccountable agencies have mushroomed. ""Liberal Democrats would abolish many, merge others, and make any that remain properly accountable."" Labour representatives were unavailable for comment. The quango guide follows last year's government-commissioned Gershon Report which recommended significant cuts in bureaucracy across the public sector.
 
 Mr Lewis wants a public inquiry into regional development agencies which cost Â£1.8bn a year - cash he says which ""appears to be almost entirely wasted"". As well as a departmental limit on quangos he also wants a statutory five-year limit on any such body with executive powers. He also listed what he dubbed the nine ""most useless quangos"". They were the British Potato Council, the Milk Development Council, the Energy Savings Trust, Agricultural Wages Committees, the Wine Standards Board, the Westminster Foundation for Democracy, the Football Licensing Authority, Investors in People UK and the Economic and Social Research Council. Mr Lewis branded the existence of the 60-employee Potato Council, set up in 1997 to research and promote overseas potato markets, ""surprising"". He said the Â£80m spent annually on the Energy Savings Trust, which promotes renewable energy, would be better spent on eight million boiler jackets for British homes.
 
 And he argued it was ""absurd"" to charge farmers for Agricultural Wages Committees, which set working and wage standards in the industry, when many were prepared to take advantage of immigrant labour prepared to work for Â£1 an hour. ""If a football team can afford to pay Â£27m for Wayne Rooney, why should the taxpayer - not all of whom like football - be forced to fund the Football Licensing Authority to the tune of over Â£1.1m a year?"" Mr Lewis asked. The report is published by the Efficiency in Government Unit - a joint effort by right of centre think tanks the Economic Research Council and the Centre for Policy Studies. It says before a new public body is set up, an assessment should be made whether its proposed role is already carried out by an existing charity or other private organisation.
",0,Politics,1
"Tories outlining policing plans
 
 Local communities would be asked to go to the polls to elect their own area police commissioner, under plans unveiled by the Conservatives.
 
 Party leader Michael Howard said the new role would replace ""inconspicuous"" police authorities. He said the new office would not supersede the job of a chief constable. The Lib Dems said the plan could let extreme groups run policing, while Labour criticised ""extravagant"" Tory promises on policing.
 
 Responding to the plans, the chairman of the Police Federation of England and Wales, which represents rank and file officers, said it was essential operational independence was retained.
 
 Jan Berry said: ""It is a service, not a political football to be kicked around every time an election approaches. ""These plans could result in those with extreme political views dictating what actually happens on the ground,"" she warned. Outlining his crime manifesto, Mr Howard said elected police commissioners would be more accountable than police authorities which are made up of local councillors and magistrates. ""The commissioner will have the powers which existing police authorities have,"" he told BBC Radio 4's Today programme. ""The trouble is, and it's no reflection on the people who are on the police authority - they are good people - but hardly anyone knows who they are."" Mr Howard said the authorities were not ""providing the local accountability that we want to see"" and that elected police commissioners would be more visible.
 
 Critics fear the move could hand control of the police to single-issue campaigners who would ignore the needs of the wider community. Lord Harris, who sits on the executive of Association of Police Authorities, said the plans seemed to suggest chief constables should be told what to do by a single politician. ""That is overturning nearly 200 years of the way in which we have organised policing in this country to avoid the politicisation of policing decisions,"" he said.
 
 Liberal Democrat home affairs spokesman Mark Oaten said the plan was dangerous and ""could create conflict between chief constables and elected officials"". Mr Oaten said local people had too little control over policing but a far better solution would be for elected councillors to draw up a ""minimum policing guarantee"" with their chief constables. A Labour Party spokesman criticised Michael Howard's record, saying police numbers had fallen by 1,132 when he was home secretary. He said: ""Today the Tories are making more extravagant promises on the police without making clear how they would pay for them, other than through fantasy savings to the asylum system."" The Tories insists the commissioner role would not be like that of an American sheriff. Other Tory law and order plans include building more prisons and making criminals serve full jail sentences.
",0,Politics,1
"Brown names 16 March for Budget
 
 Chancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, the Treasury has announced.
 
 The Budget, likely to be the last before the General Election, will be at 1230 GMT on that Wednesday, just after Prime Minister's question time. The annual event is when the chancellor outlines the government's taxation and broader economic predictions. It is likely to set out much of the tax and spending battleground for the election, widely expected on 5 May.
 
 Next month's Budget will be Mr Brown's eighth since Labour came to power in 1997. If a May election is called, there could be as little as 18 days between the Budget and the announcement of a date for the election. A shortened Finance Bill would have to be rushed through Parliament with all-party support to allow the Government to continue collecting revenue. The full Finance Bill, with the Budget measures in it, would then be returned to the Commons after the election, if Labour secures another term in office. As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy. ""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O'Carroll, E&Y's UK head of tax.
",0,Politics,1
"Hunt demo at Labour meeting
 
 Pro-hunt supporters are set to protest at Labour's spring conference.
 
 The Countryside Alliance says it expects up to 4,000 supporters to demonstrate against the hunting ban. They have agreed to keep to a demonstration site on the other side of the River Tyne from the conference venue in Gateshead. A bid to overturn the law banning hunting with dogs in England and Wales has begun in the Court of Appeal. The ban comes into force on 18 February. The Court of Appeal is expected to rule early next week on whether the alliance's challenge has succeeded. Richard Dodd, regional director of the Countryside Alliance, said he expected between 2,000 and 4,000 supporters in Tyneside to make their protest, with hunt horns and placards.
 
 Campaigners have been asked not to bring any animals or alcohol.
 
 Mr Dodd said he did not believe there would be any repeat of the trouble which marred the pro-hunt demonstration outside Parliament in September. ""We are holding a static demonstration, just to remind Labour that we are not going away,"" he said. Northumbria Police said the pedestrian Millennium Bridge, by the demonstration site, will be shut if necessary. But Assistant Chief Constable David Warcup has liaised with several protest groups and said all negotiations had gone well. Fathers 4 Justice, pensioners' rights activists and Stop the War campaigners were also expected to demonstrate during the three-day conference which starts on Friday. Pro-hunt campaigners claims the 1949 Parliament Act - which extends the right of the House of Commons to overrule the House of Lords - was itself invalid because it was never passed by peers. The High Court last month ruled the act was valid and the proposed hunting ban was lawful. Pro-hunt supporters formally launched their second legal challenge to the ban in London's High Court on Thursday. The Countryside Alliance has lodged papers seeking a judicial review on human rights grounds. Animal welfare groups have welcomed the ban, many of whom have campaigned for a ban for decades saying hunting is cruel and unnecessary.
",0,Politics,1
"Mandelson warning to BBC
 
 The BBC should steer away from ""demonising"" ex-Downing Street media chief Alastair Campbell, Peter Mandelson has said.
 
 The European commissioner and former Labour minister was speaking amid claims that Mr Campbell is part of a Labour ""dirty tricks"" campaign. That charge was denied by Mr Mandelson, who said the Tories were afraid of Mr Campbell's campaigning skills. He warned the BBC that attacking Mr Campbell had brought it trouble before. That was a reference to the Hutton inquiry following a BBC story claiming Downing Street ""sexed up"" Iraq's weapons of mass destruction dossier.
 
 The affair prompted the resignation of BBC chairman Gavyn Davies, director-general Greg Dyke and reporter Andrew Gilligan. Labour has attracted media criticism for using new freedom of information laws to dig up information about Tory leader Michael Howard's past.
 
 Mr Mandelson, a former Labour communications director, told BBC Radio 4's Today programme: ""I understand why the Tories will be gunning for Alastair Campbell because they fear his campaigning skills. ""What I understand less is why the BBC should be joining with the Tories in driving that agenda. ""In my experience of these things, parties which shout about dirty tricks and the like tend to do so because they fear a direct hit in some vulnerable part of their political anatomy. ""I suggest the BBC concentrates on the issues and helps the public to understand the policies and the choices that are at stake in the election rather than engages in the process politics, the trivialisation of the campaign. ""I think the BBC would be much better advised to leave all this stuff well alone, concentrate on the issues as I say, not resume their demonisation of Alastair Campbell - we all know where that led before.""
 
 Mr Campbell is acting as an adviser for Labour, which denies engaging in personal campaigning. Conservative co-chairman Liam Fox said Mr Campbell's return and Labour poster plans attacking Mr Howard - recently withdrawn from the party's website - were a sign of ""abusive politics"". ""The government, despite the fact that they would say want to go forward, not back, seem intent on talking about history rather than their own record or even more importantly, about the future,"" he said on Sunday. Labour peer Baroness Kennedy, who is chairing the Power Inquiry into political disengagement, said people already thought politicians engaged in dirty tricks. ""This feeling of distrust is going to be enlarged if this campaigning on all sides is conducted in the way that it looks as if it just might,"" she said.
",0,Politics,1
"Blair and Blunkett Sheffield trip
 
 Tony Blair is to join Home Secretary David Blunkett in a visit to Sheffield on Thursday.
 
 Mr Blunkett's conduct is being looked at to establish whether he abused his position in relation to his ex-lover. The Parliamentary standards watchdog is looking at his decision to give Kimberly Quinn free rail tickets. He is also being investigated over the visa application of Mrs Quinn's ex-nanny. The visit to Sheffield will be seen as a show of unity by Mr Blair.
 
 On Wednesday during Prime Minister's Questions, Tory leader Michael Howard went on the offensive over comments Mr Blunkett is alleged to have made in a new biography. He is understood to have made a series of criticisms about his Cabinet colleagues from the prime minister down. Mr Howard said Mr Blunkett had complained he had inherited a ""giant mess"" when he took over at the Home Office from Jack Straw, now foreign secretary. The Tory leader went on: ""He doesn't stop there: he thinks the culture secretary's weak; he thinks the trade secretary doesn't think strategically and he thinks the education secretary hasn't developed as expected. ""He says the prime minister doesn't like being told the truth and the chancellor - no doubt the prime minister will agree with this - is a bully."" Mr Blair retorted voters remembered the record of a government and no comments by politicians.
 
 The home secretary has already admitted he was wrong to give the two first class tickets, given to him as an MP, to Mrs Quinn and has since paid the Â£180 back. He has apologised for ""a genuine mistake"" and says he will write to the watchdog to answer further questions. The rail tickets are meant to help MPs' spouses get between Westminster and their constituencies. After his inquiry, Parliamentary watchdog Sir Philip Mawer will report to the Commons Standards and Privileges Committee, the group of MPs who will recommend to the full House of Commons what action - if any - should be taken against Mr Blunkett.
 
 The separate inquiry by ex-senior civil servant Sir Alan Budd is investigating whether the home secretary helped fast-track a bid by Mrs Quinn's nanny, Leoncia Casalme, to stay in the UK. Last week, Mr Blunkett won the first round of a High Court battle with Mrs Quinn for access to her son. Mr Blunkett declined to comment about his own position, saying the inquiry was under way and the High Court had stressed his right to privacy did not affect his job in improving security and stability. Downing Street has stressed Mr Blair's support for the home secretary.
",0,Politics,1
"Report attacks defence spending
 
 The Ministry of Defence has been criticised over the soaring spending costs and growing delays of its top equipment projects.
 
 A National Audit Office report on the 20 biggest projects says costs have risen by Â£1.7bn in the past year. It says there is ""little evidence"" the MoD's performance had improved, despite the introduction of a ""smart acquisition"" policy six years ago. A senior defence official told the BBC lessons were being learned. The NAO's annual report showed the total cost of the 20 projects covered was expected to reach Â£50bn - 14% higher than originally planned. The total delays amounted to 62 months, with average individual delays rising by three months.
 
 Sir John Bourn, head of the NAO, said the problems showed the principles of the scheme known as smart acquisition had not been consistently applied. ""Many problems can be traced to the fact that the MoD has not spent enough time and resources in the assessment phase,"" the report says. The NAO found that projects launched since the start of the scheme were showing the same worrying tendencies as the older ""legacy projects"", such as the Eurofighter. A senior defence official, speaking to the BBC's defence correspondent Paul Adams, said that although the figures were still not good enough, the report reflected unrealistic expectations early on in the project cycle. This year's overspend was significantly less than last year's Â£3.1bn total, and the Defence Procurement Agency - which is responsible for buying defence equipment - was improving.
 
 Lord Bach, Minister for Defence Procurement, said he was ""obviously still disappointed with the cost and time increases shown"", but insisted that the Defence Procurement Agency had ""undertaken a huge amount of work to expose any underlying problems on projects"". The latest findings follow a string of critical reports issued within the last 12 months, and, according to our correspondent, contain few new surprises. Turning around the Defence Procurement Agency ""was a little like trying to turn around a super tanker - it takes a very long time indeed"", he said. Our correspondent said it was the same projects, including the Joint Strike Fighter, the Nimrod and A400M aircraft and the Type 45 Destroyer, which were resonsible for the bulk of the cost over-runs and delay. But he added some projects, such as the C-17 heavy lift aircraft and Successor Identification Friend or Foe (SIFF), were showing good performances.
",0,Politics,1
"Nat Insurance to rise, say Tories
 
 National Insurance will be raised if Labour wins the next election, Tory leader Michael Howard has claimed.
 
 Tony Blair has said he does not want higher tax rates for top earners but on Wednesday said other tax promises would be left to Labour's manifesto. Prime minister's questions also saw Mr Blair predict that new plans would probably cut net immigration. He attacked Tory plans to process asylum claims abroad - but Mr Howard said Labour had proposed the idea too.
 
 The Commons questions session again saw the leaders of the two biggest parties shape up for the forthcoming election campaign. The Tories have promised Â£4bn in tax cuts but have yet to say where they will fall. Mr Howard pointed to the Institute for Fiscal Studies' predictions that Labour will need to increase taxes to cover an Â£11bn gap in its spending plans. He accused ministers of wasting money on unsuccessful attempts to curb bad behaviour and truancy in schools and on slow asylum processing. It was no good Mr Blair claiming tax pledges were being left to the manifesto as he had given one to MPs on Tuesday about the top rate of income tax, argued Mr Howard. Pointing to national insurance, he added: ""Everyone knows tax will go up under Labour: isn't it now clear which tax it would be?""
 
 Mr Blair instead hailed Labour's achievement in using a strong economy to invest in public services. ""When we have money not only going into extra teachers and nurses but equipment in schools and hospitals, that money is not wasted,"" he said. On the tax questions, he added: ""We will make commitments on tax at the time of the manifesto."" Home Secretary Charles Clarke this week published plans for a new points system for economic migrants, with only high-skilled workers allowed into the UK from outside the European Union.
 
 Mr Blair said abuses would be weeded out and chain migration, where families automatically get the right to settle with immigrant workers, would end. That would probably create a fall in the migrant numbers, he said. The prime minister ridiculed the Tory plans for asylum quotas and for processing all asylum claims overseas. He challenged the Tories on which country would house their processing centres - what he called a ""fantasy island"". Mr Howard read from a letter about the government's own plans at the European Council of Ministers for processing asylum seekers outside the EU. But Mr Blair said: ""All the other countries could not agree on the way forward, nor could the UN.""
",0,Politics,1
"Hague's six-figure earnings shown
 
 The rewards of leaving front-bench politics are shown in the latest annual register of members' interests.
 
 The register shows former Tory leader William Hague earning up to Â£820,000 on top of his MPs' salary, much of it from speaking fees. His former shadow chancellor Michael Portillo makes up to Â£560,000 a year - partly because of speeches and TV work. Ex-health secretary Alan Milburn earned up to Â£85,000 from speeches, articles and advice while not in the Cabinet.
 
 Mr Milburn was away from the frontbench for just more than a year between stepping down as health secretary and becoming Labour's election supremo. His declared interests include Â£20,000 from newspaper articles and fees of up to Â£35,000 for four speeches. He also commanded a salary of between Â£25,000 and Â£35,000 for being on investment company Bridgepoint Capital's European advisory committee. His time out of office will, however, have lost him his Â£71,433 minister's salary. Mr Hague's work outside Parliament included two one-man shows, which with other speaking fees netted him up to Â£480,000. He also earned up to Â£195,000 for a weekly column in the News of the World, and between Â£5,000 and Â£10,000 for presenting BBC'2's Have I Got News for You. Mr Hague was also paid an undisclosed amount for the newspaper serialisation of his biography of William Pitt the Younger and up to Â£135,00 for work as an adviser to various companies.
 
 Former Defence Secretary Michael Portillo makes some of his money as a non-executive director of BAE Systems. He is to stand down as an MP at the next election. And former Foreign Secretary Robin Cook was paid between Â£45,001 and Â£50,000 for the paperback edition of his book about his resignation from government. His declared income of up to Â£205,000 also includes payments for being a consultant to the Tote and for his regular column in the Guardian newspaper. The register also shows former Home Office Minister Ann Widdecombe declaring a Â£100,000 advance for her third and fourth novels. She also received up to Â£30,000 for acting as the Guardian's agony aunt and between Â£5,001 and Â£10,000 for appearing on ITV's Celebrity Fit Club. David Blunkett has become a paid adviser to Indepen Consulting Limited now he is not home secretary - he helps them with seminars about the relationship between government and business. He earns between Â£5,001and Â£10,000 for the work.
 
 Tony Blair's entry confirms that King Abdullah of Jordan paid for him to fly from a holiday in Egypt to official discussions - and for a sightseeing tour to Wadi Rum. Tory leader Michael Howard's only fresh entry is a Christmas hamper from the Sultan of Brunei. He also declares a trip to Mexico last year to address executives of News International, and helicopter and private jet travel paid for by supporters. Liberal Democrat leader Charles Kennedy registered donations to his office from supporters, a free ticket to last year's Bafta awards and rent from a single-bedroom flat in London. The register only contains new information for December 2004 - but Monday saw the publication of the annual review of the register, with the year's details. The payments are shown in bands of up Â£5,000, making it difficult to calculate the exact earnings.
",0,Politics,1
"UKIP outspent Labour on EU poll
 
 The UK Independence Party outspent both Labour and the Liberal Democrats in the European elections, new figures show.
 
 UKIP, which campaigned on a slogan of ""Say no to Europe"", spent Â£2.36m on the campaign - second only to the Conservatives' Â£3.13m. The campaign took UKIP into third place with an extra 10 MEPs. Labour's campaign cost Â£1.7m, the Lib Dems' Â£1.19m and the Greens' Â£404,000, according to figures revealed by the Electoral Commission on Wednesday. Much of the UKIP funding came from Yorkshire millionaire Sir Paul Sykes, who helped bankroll the party's billboard campaign. Critics have accused the party of effectively buying votes. But a UKIP spokesman said Labour and the Conservatives had spent Â£10m between them on the last general election. ""With the advantages of public money the others have, the only way the smaller parties can get their message across is by buying the advertising space,"" he added.
",0,Politics,1
"Howard taunts Blair over splits
 
 Tony Blair's feud with Gordon Brown is damaging the way the UK is governed, Tory leader Michael Howard has claimed in a heated prime minister's questions.
 
 Mr Howard asked: ""How can they fight crime when they are fighting each other?"" That question was later unveiled as the headline for new Tory campaign posters. But Mr Blair dismissed the talk of splits and said people's priorities at the next elections would be on the economic successes achieved by Labour. ""He can stick up whatever he likes on billboards about something in a book but what the public will concentrate on are the low mortgages, low inflation, low unemployment that we delivered and that he failed to,"" he said. The chancellor is currently on a high-profile tour of Africa to highlight new anti-poverty plans. But before doing so, he insisted he still trusted Mr Blair, despite claims to the contrary in a new book.
 
 Brown's Britain, by Robert Peston, says there is mutual animosity between the two men. It claims Mr Blair said in November 2003 he would stand down as prime minister before the next election. But he went back on his pledge after support from Cabinet allies and suspicion that Mr Brown was manoeuvring against him, it says.
 
 Mr Peston's book claimed that Mr Brown told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe."" Mr Blair directly denied that quote on Wednesday. He again insisted there could be no deals about the premiership but twice declined directly to say whether or not he had offered to quit.
 
 The Tory leader countered that such agreements had been struck twice at dinners with the chancellor. He declared: ""He is the deals on meals prime minister. No wonder the chancellor is not a happy eater."" He continued: ""How can there be discipline in schools when there is no discipline in government, how can they clean up our hospitals when they don't clean up their act?"" Mr Blair said he would not respond to ""tittle tattle in books"" and promised to hail Labour's record on the economy, waiting lists and law and order ""from now until polling day"". Later at their poster launch Tory co-chairman Liam Fox said his party would exploit opportunities to show how ""juvenile"" the prime minister and chancellor were.
 
 Labour staged a show of unity at its own poster launch on Tuesday, where Mr Brown was joined by Alan Milburn, who Mr Blair controversially put in charge of election planning in place of the chancellor. But Liberal Democrat leader Charles Kennedy told BBC News: ""The government is clearly split at the top. This kind of cosmetic exercise does not persuade anybody."" Later this week Mr Blair is expected to outline the direction of his party's next election manifesto. The prime minister and chancellor faced backbench discontent at Monday's meeting of the Parliamentary Labour Party over claims made Mr Peston's book.
",0,Politics,1
"Campaign 'cold calls' questioned
 
 Labour and the Conservatives are still telephoning the millions of people who have signed up to make sure they do not get marketing ""cold calls"".
 
 The parties say they can stick to the rules by ensuring that their calls are not marketing - for instance by asking about people's voting intentions. The Lib Dems are asking the watchdog overseeing the rules to stop the calls. The information commissioner's office says surveys are allowed but there is a ""grey"" area if personal data is kept. Telephone call centres are expected to be used as never before by all the three major parties in the run-up to the general election.
 
 But seven million telephone numbers are on the Telephone Preference Service (TPS) lists, which ban unsolicited sales and marketing calls. Both schemes are run by the Direct Marketing Association and backed by EU directives on privacy and electronic communications.
 
 The rules on marketing calls apply as much to politicians as to private sector companies. But that does not mean Labour and the Tories are not calling people signed up to the TPS. A Labour Party spokesman told the BBC News website the party avoided those on TPS lists when telephoning people about membership or fundraising. But that did not happen for ""voter identification"" calls. ""When we ask which party they will vote for, that is not marketing and we have very clear legal advice that it is not,"" he said. ""So it is not covered by the Telephone Preference Service.""
 
 He said the party always asked people if they would be happy to be contacted again and if they said no, they were not rung again. A Conservative spokeswoman said the party stuck to the rules when it rang TPS subscribers. She said: ""We do apply TPS but in line with the law. We would not do things that are not allowed in the law."" A spokesman for the Information Commissioner's Office said it would be classed as marketing if political parties telephoned people to encourage them to vote for them. But the rules did allow polling organisations to telephone people about their voting intentions if they recorded them only as part of a bigger set of statistics, not person by person. ""If a political party was doing that than it may be that also would not be marketing,"" he said.
 
 The spokesman said it might be considered unsolicited marketing if a party recorded voting preferences with a view to marketing information in the future. The spokesman said there was ""no yes or no"" answer and the area was ""pretty grey"". He added: ""If someone complained, then we would investigate that. Political parties are aware of the regulations. At the last by-elections, we reminded them."" Lib Dem chairman Matthew Taylor has now written to the watchdog saying: ""The advice we have received on several previous occasions is that such phone calls are illegal."" He says evidence from local Lib Dem parties around the country suggests there are ""significant"" numbers of such calls. ""I hope you can therefore take swift and efficient action to ensure that this ceases,"" he tells the commissioner. Mr Taylor argues there should be new guidelines so all parties can act in the same way if the watchdog believes the rules allow parties to ring TPS numbers about voting intentions and later urge those people to vote for them.
",0,Politics,1
"Brown ally rejects Budget spree
 
 Chancellor Gordon Brown's closest ally has denied suggestions there will be a Budget giveaway on 16 March.
 
 Ed Balls, ex-chief economic adviser to the Treasury, said there would be no spending spree before polling day. But Mr Balls, a prospective Labour MP, said he was confident the chancellor would meet his fiscal rules. He was speaking as Sir Digby Jones, CBI director general, warned Mr Brown not to be tempted to use any extra cash on pre-election bribes.
 
 Mr Balls, who stepped down from his Treasury post to stand as a Labour candidate in the election, had suggested that Mr Brown would meet his golden economic rule - ""with a margin to spare"". He said he hoped more would be done to build on current tax credit rules.
 
 He also stressed rise in interest rates ahead of an expected May election would not affect the Labour Party's chances of winning. Expectations of a rate rise have gathered pace after figures showed house prices are still rising. Consumer borrowing rose at a near-record pace in January. ""If the MPC (the Bank of England's Monetary Policy Committee) were to judge that a rate rise was justified before the election because of the strength of the economy - and I'm not predicting that they will - I do not believe that this will be a big election issue in Britain for Labour,"" he told a Parliamentary lunch. ""This is a big change in our political culture.""
 
 During an interview with BBC Radio 4's Today programme, Mr Balls said he was sure Mr Brown's Budget would not put at risk the stability of the economy. ""I don't think we'll see a pre-election spending spree - we certainly did not see that before 2001,"" he said.
 
 His assurances came after Sir Digby Jones said stability was all important and any extra cash should be spent on improving workers' skills. His message to the chancellor was: ""Please don't give it away in any form of electioneering."" Sir Digby added: ""I don't think he will. I have to say he has been a prudent chancellor right the way through. Stability is the key word - British business needs boring stability more than anything. ""We would say to him 'don't increase your public spending, don't give it away. But if you are going to anywhere, just add something to the competitiveness of Britain, put it into skilling our people'. ""That would be a good way to spend any excess.""
 
 Mr Balls refused to say whether Mr Brown would remain as chancellor after the election, amid speculation he will be offered the job of Foreign Secretary. ""I think that Gordon Brown wants to be part of the successful Labour government which delivers in the third term for the priorities of the people and sees off a Conservative Party that will take Britain backwards,"" Mr Balls told Today. Prime Minister Tony Blair has yet to name the date of the election, but most pundits are betting on 5 May.
",0,Politics,1
"Chancellor rallies Labour voters
 
 Gordon Brown has issued a rallying cry to supporters, warning the ""stakes are too high"" to stay at home or protest vote in the next general election.
 
 The chancellor said the poll - expected to fall on 5 May - would give a ""clear and fundamental"" choice between Labour investment and Tory cuts. He told his party's spring conference the Tories must not be allowed to win. The Conservatives and Lib Dems insisted that voters faced higher taxes and means-testing under Labour.
 
 To a packed audience at Gateshead's Sage Centre, Mr Brown accused shadow chancellor Oliver Letwin of plotting cuts that were the equivalent of sacking every teacher, GP and nurse in the country. Laying into the Conservative's record in government he said: ""I give you this promise - with Labour, Britain will never return to the mistakes of ERM and 10% inflation, 15% interest rates, Â£3bn in lost reserves, 250,000 repossessed, one million in negative equity and three million unemployed. ""Never again Tory boom and bust.
 
 ""This will be the central dividing line at the election, between a Conservative Party taking Britain back and planning deep cuts of Â£35bn in our services, and a Labour government taking Britain forward, which on a platform of stability will reform and renew our hospitals, schools and public services and, I am proud to say, spend by 2008 Â£60bn more."" Turning to the economy, the chancellor promised to continue economic stability and growth in a third term in power.
 
 He also pledged to continue the fight against child and pensioner poverty. And he promised help to get young people on the property ladder. ""My message to the thousands of young couples waiting to obtain their first home is that housing is rightly now at the centre of our coming manifesto,"" he said. ""And the next Labour government will match our low mortgage rates with a new first-time buyers' initiative."" In the speech, which prompted a standing ovation, he also promised to end teenage unemployment within the next five years.
 
 He also highlighted plans for 100% debt relief for the world's poorest countries, a national minimum wage for 16 and 17-year-olds, the creation of a network of children's centres and flexibility in maternity leave. Responding to the speech, shadow chief secretary to the Treasury, George Osborne, said: ""This was more talk from Gordon Brown. ""We've heard it all before. Instead of talking about the future he kept on talking about the past. ""He completely failed to say which taxes he would put up to fill the black hole in his spending plans. ""There will be a simple choice at the election - value for money and lower taxes with the Conservatives, or more waste and higher taxes under Tony Blair and Gordon Brown.""
 
 Liberal Democrat shadow chancellor Vince Cable warned the picture was not as rosy as Mr Brown would like to portray it. ""For all his trumpeting of Labour's management of the economy, Gordon Brown's record is very mixed,"" he said. ""Gordon Brown has created a system of massive centralisation and bureaucracy, a system which subjects millions of people to means testing, and a system of taxation which is extremely complex. ""For all his positive words, Gordon Brown is faced with economic problems looming on the horizon, not least the unprecedented levels of personal debt facing the nation."" Also in Gateshead, the prime minister took questions sent in by e-mail, text message and telephone as part of Labour's attempt to engage the public in their campaign. Mr Blair told the audience he believed the Iraq war would have made Britain a safer place if its emerging democracy succeeded and that he wanted to bring troops home as soon as possible, but not before the job was done. He also said he wanted to carry on as PM ""because I still think that there are big changes our country needs"".
",0,Politics,1
